skill,n_ag,lift_ag,z_ag,n_fin,lift_fin,z_fin,n_joint,lift_jo,z_jo,lift_delta,z_delta,lift_comp
Apache Hive,14,1.1227524449157535,-0.45010609202112856,4,0.4342721720900556,,0,0.0,-0.0482143124870158,0.0,-0.11813528870690376,0.4875801429729848
Html,37,1.2162886811329217,-0.6057302286897266,18,0.8010386699047263,,1,1.0720972097209722,-0.03904431071791909,0.8781565656565656,-0.05570179845093074,0.9742942673548893
Hugging Face,93,6.379606646125493,3.1292394277647726,14,1.3001247466084516,,7,15.660593538692712,0.31319969171551953,2.573202959830867,0.3081926750853639,8.2942844742555
Human-Centered Design,0,0.0,-0.4285339095602422,0,0.0,,0,0.0,-0.01708066968124456,,0.0,0.0
Human-Robotic Interaction,1,3.3201393728223,0.15375268155510327,0,0.0,,0,0.0,-0.007490023890481495,0.0,-0.03156449318092742,0.0
Hybrid Cloud Integrations,11,1.4608613240418118,-0.17446086958718382,6,1.078732075471698,,0,0.0,-0.037459986426784116,0.0,-0.10470924136722752,1.5758779680599564
Iam,25,1.4769303259885673,-0.24921443095324777,6,0.4798630228966628,,0,0.0,-0.056184244468769094,0.0,-0.15790086029724001,0.7087242508366276
Iam Roles And Permissions,1,0.40489504546613414,-0.4154659450426866,0,0.0,,0,0.0,-0.021449859335001067,0.0,-0.03156449318092742,0.0
Iat Level Ii Certification,0,0.0,-0.2521182837670278,0,0.0,,0,0.0,-0.010049009773760472,,0.0,0.0
Identity Management,11,1.3043404678944748,-0.2703489416216627,8,1.2842048517520215,,1,3.8672077922077923,0.02920633841771676,3.1613636363636366,0.1509537934206716,1.6750403572065864
Immunology,9,2.019003672662209,0.08643210435591088,11,3.3406680265170827,,0,0.0,-0.02881906203011308,0.0,-0.0947091532303139,6.744821014683204
Implementing Security Policies In Code,0,0.0,-0.14555873359058863,0,0.0,,0,0.0,-0.005801722088510889,,0.0,0.0
Incident Management,8,0.9159005166406343,-0.4927495015574689,9,1.3949121665582302,,0,0.0,-0.04034741183680442,0.0,-0.08929079855677721,1.2776007740189896
Independent Research,5,1.3387658761380241,-0.1673222932996595,13,4.712203286670725,,0,0.0,-0.026378396123525563,0.0,-0.07058619318290403,6.30853696162021
Independent Work,47,0.5494596849389017,-2.195020414056486,100,1.5826468243422802,0.6286189379161342,0,0.0,-0.12661739088876414,0.0,-0.2166013772838982,0.8696006254726626
Industry Knowledge,15,0.9256894162143959,-0.6638283526047777,13,1.0860840288980853,,0,0.0,-0.05497004329816257,0.0,-0.12228417144447762,1.0053764906704477
Industry Standards,14,0.6855745017627167,-0.952286935277814,22,1.4584627372404964,,1,1.5970769643336016,-0.017422076324249212,2.431818181818182,0.10697002065933234,0.9998848644231413
Industry Trends,59,1.3952152635079464,-0.49448345041632924,26,0.83235499650594,-0.25885758261295727,2,1.5424760424760426,-0.027270851093070734,1.109250398724083,-0.0260415202032265,1.161314395782191
Inference Engines,2,1.5810187489629997,-0.046082282022668876,0,0.0,,0,0.0,-0.015350520319366494,0.0,-0.04463985779303767,0.0
Influencing Skills,6,0.9960418118466899,-0.3717753613638135,4,0.8989433962264152,,1,5.41409090909091,0.04791701266958828,6.322727272727273,0.2782355064701651,0.8953852091249754
Informatica,11,1.0375435540069686,-0.4676337510773892,10,1.2769082332761577,,0,0.0,-0.04445468894472102,0.0,-0.10470924136722752,1.3248479064941039
Information Retrieval,81,4.4378100527822815,2.055652823735806,10,0.7417024721340058,,1,1.7868286828682867,-0.01149719626999013,0.3951704545454546,-0.19270855367966902,3.2915346870097606
Information Security,17,1.0262248970541654,-0.593414830084173,24,1.9613310463121783,,4,7.87504132231405,0.14074026182580412,9.727272727272728,0.7363675378682843,2.0127667510908536
Infrastructure Architecture,27,2.175819491898109,0.24700141988081975,7,0.7636655065030227,,3,7.88459841129744,0.12199783664607053,3.9517045454545454,0.32909137424485607,1.6615982943395189
Infrastructure As Code (Iac),39,1.7984088269454124,-0.0010829838470556023,22,1.3733857442348008,,0,0.0,-0.06360452251462866,0.0,-0.19727527306985942,2.46990904523286
Infrastructure Management,16,1.8318010332812686,0.017767732833761624,5,0.7749512036434613,,0,0.0,-0.04034741183680442,0.0,-0.12629716261912385,1.4195564155766551
Infrastructure Security,8,3.494883550339263,0.4718120891429667,2,1.1828202581926515,,0,0.0,-0.020650066681836166,0.0,-0.08929079855677721,4.133819063365538
Infrastructure-As-Code,31,2.5350817871303275,0.47770127444521576,9,0.9963658332558788,,0,0.0,-0.04774578188620926,0.0,-0.17585279419398428,2.525868877205911
Innovative Solutions,84,1.4663076094483343,-0.47430192827851003,40,0.9452611947701525,-0.1782802642169293,0,0.0,-0.10351211862633733,0.0,-0.28979092627559955,1.3860436828076985
Interdisciplinary Teamwork,0,0.0,-0.2223464971456363,1,3.210512129380054,,0,0.0,-0.008862354688476837,,0.0,0.0
Interpersonal Communication,0,0.0,-0.9014221745461896,10,1.95422477440525,,0,0.0,-0.03592956789077373,,0.0,0.0
Interpersonal Skills,34,0.5145156730900556,-1.982511958269349,63,1.2906434357854182,0.21218190246137694,0,0.0,-0.1112099750807011,0.0,-0.1841767710773313,0.6640562760823965
Inventory Management,6,0.603661704149509,-0.7135133357291847,3,0.4086106346483705,,0,0.0,-0.04304202784448701,0.0,-0.07732490023150973,0.24666259204544777
Issue Resolution,6,0.31029339932918687,-1.2432152189464882,27,1.8903015341209664,0.49018023942935146,1,1.6866326819597848,-0.014536831638137612,6.322727272727273,0.2782355064701651,0.5865480887795715
Java,174,1.7081734206714372,-0.17344335690121554,30,0.39870345781774763,-1.0380945681545264,0,0.0,-0.13825479805803922,0.0,-0.41785969090160185,0.681054649374072
Javascript,116,1.693650691501261,-0.1646225688414397,18,0.35578234679145715,,2,0.9523466858559207,-0.06476001142120032,0.5546251993620415,-0.18691124788763253,0.6025710176672928
Jax,34,4.090026763621673,1.2080263525608332,4,0.6514082581350834,,3,11.769762845849801,0.16817948919667758,3.0593841642228736,0.25187928599139,2.664277209816667
Jira,37,0.6548249296078096,-1.6303346893605877,34,0.8146075552158345,-0.3186968704401622,1,0.5771951928668346,-0.07612603007833715,0.8781565656565656,-0.05570179845093074,0.5334253350021987
Stress Management,1,0.9222609368950833,-0.17230445803108427,4,4.994129979035639,,1,30.078282828282827,0.1762092036449547,,0.0,4.605890993441231
Kafka,91,2.5691554670648746,0.8511348996835276,17,0.6497465023745347,,1,0.9207637600494744,-0.04766894911586748,0.3512626262626263,-0.21503943512325954,1.6692997787818162
Kibana,4,2.65611149825784,0.1949213223915372,0,0.0,,0,0.0,-0.016748937851624016,0.0,-0.06313290437836663,0.0
Kinesis,12,1.5091542603737726,-0.1536544633912227,5,0.8512721555174385,,0,0.0,-0.03849517067860821,0.0,-0.10936749867519578,1.2847010002367072
Knowledge Sharing,42,1.7831950595720794,-0.014949835587823163,12,0.689726390966559,,2,2.7693559637293657,0.01618076294977403,1.5806818181818183,0.053220046047535816,1.2299166928280485
Kotlin,12,1.5206745219033435,-0.14698429030434934,1,0.17155408324931587,,0,0.0,-0.03834899422262203,0.0,-0.10936749867519578,0.2608779235257198
Kpi Development,0,0.0,-0.5180852292127505,6,3.548460774577954,,0,0.0,-0.020650066681836166,,0.0,0.0
Kpis,81,0.9235277788413677,-1.5522115289405527,80,1.2348123574538667,0.16960468428654213,5,1.8592345154845153,-0.021097440815257572,2.0798444976076556,0.1824487939480201,1.1403835137652425
Kubeflow,21,3.4177905308464855,0.7385060706042197,7,1.542304846466889,,0,0.0,-0.03383691531435493,0.0,-0.14470654902379285,5.271274899933176
Kubernetes,251,3.1235194249565112,2.1974847078983157,35,0.5896367853808945,-0.6724890350554699,6,2.4351233474172003,0.01154005196650456,0.7742115027829313,-0.18729031627874915,1.8417419528061374
Laboratory Experience,0,0.0,-0.5574952831224836,5,2.5538164665523153,,0,0.0,-0.02222090376111382,,0.0,0.0
Laboratory Procedures,0,0.0,-0.6118725412987919,23,9.752687789248842,,0,0.0,-0.024388320591818703,,0.0,0.0
Langchain,330,9.76511580241853,8.02781882381894,21,0.8412571889819392,,14,13.511100307891752,0.4011195274996926,1.4006041426927502,0.06956162361839517,8.214973870025727
Large Language Models,910,6.1659731209557,9.563712929870505,104,0.9539807470157876,-0.2721534443355651,32,7.0714656771799635,0.36216024407755976,1.1522054255539451,-0.07132964556835557,5.882219644008586
software Development,229,1.6880815194855832,-0.2444671872240846,63,0.628701531552666,-0.8100929514344897,4,0.9616502502825771,-0.09069692454953016,0.562020202020202,-0.26037380226150497,1.0612994366863377
Large-Scale System Design,7,1.6139566395663956,-0.07245782639079806,0,0.0,,0,0.0,-0.028426822864213743,0.0,-0.0835221659573317,0.0
Leadership Skills,27,0.9829359985329177,-0.807562413720431,23,1.1335360807679575,,3,3.5619019138755976,0.042940904878446186,3.9517045454545454,0.32909137424485607,1.1141934194227423
Lean,33,1.0869503899120623,-0.7402128214535264,31,1.3823038334830788,0.21581796959182903,4,4.296897546897547,0.0699673040043303,4.360501567398119,0.4155625290177217,1.502495690781371
Lean Six Sigma,7,0.5560042011903372,-0.8354913189006888,17,1.8279949444795522,,1,2.5904741191822533,0.00793515243651249,5.2689393939393945,0.2428716743074048,1.0163728688853282
Learning Agility,42,1.6366884232222605,-0.1547584969588652,17,0.8968332004606254,,0,0.0,-0.06919974845951828,0.0,-0.20473494171138756,1.4678365167552745
Licensed Professional Engineer,0,0.0,-0.5042650248232579,0,0.0,,0,0.0,-0.020099210739385184,,0.0,0.0
Linux,52,1.017967260535139,-1.054564129418662,15,0.3975280348878604,,0,0.0,-0.0977238311060463,0.0,-0.22785518839874636,0.40467052466071246
Llm Architectures,72,10.577435170053343,3.935172660027089,6,1.1932876941058606,,4,19.164923572003218,0.26947441106785097,1.8596256684491979,0.1271225808587649,12.621923223627185
Logistics,29,0.7715067452872331,-1.1920827840847197,10,0.36015360425737786,,0,0.0,-0.0837878363454215,0.0,-0.17007851155865425,0.2778609350240758
Looker,31,0.7868831846903004,-1.202050753554774,26,0.893445271478853,-0.19454636761389363,2,1.6556852932999722,-0.021957050638401598,2.1802507836990594,0.12608112102673194,0.7030370605677698
Lstm,3,1.9920836236933799,0.04407894349181559,0,0.0,,0,0.0,-0.016748937851624016,0.0,-0.05467356792561411,0.0
Machine Translation,2,1.5810187489629997,-0.046082282022668876,0,0.0,,0,0.0,-0.015350520319366494,0.0,-0.04463985779303767,0.0
Maintenance Of Laboratory Equipment,0,0.0,-0.08403802272700123,0,0.0,,0,0.0,-0.003349611104815141,,0.0,0.0
Manufacturing Processes,1,0.28136774345951693,-0.5431922650164683,2,0.7618164374800128,,0,0.0,-0.025732127027734707,0.0,-0.03156449318092742,0.21435057194411936
Market Research,24,0.7858318042182958,-1.059146942466876,11,0.4875925719176808,,0,0.0,-0.07550591758856955,0.0,-0.1547074131085573,0.38316575051351026
Marketing Strategy,4,0.29777034733832286,-1.0448279252104051,2,0.2015568152974025,,0,0.0,-0.050044746833776424,0.0,-0.06313290437836663,0.06001764289951372
Mathematics,126,1.1461303040427664,-1.2945547590901803,107,1.3176293615921428,0.31497185928569355,4,1.1866500622665006,-0.06704540199347815,1.0365126676602088,-0.05845970046218285,1.5101749408172789
Matlab,6,0.3621970224897054,-1.1099354742307745,8,0.6537770154373929,,0,0.0,-0.05558044364138633,0.0,-0.07732490023150973,0.23679608836362986
Mentorship And Career Growth,34,1.9068368019587534,0.08460254219927198,2,0.1518485466598674,,1,1.8290847665847667,-0.010269054963341,0.9579889807162535,-0.041737499357246605,0.28955039709498614
Metadata Management,61,1.6228245331903868,-0.20335171924871914,40,1.4406144170295114,0.29134554330207985,2,1.7352855477855478,-0.018450513569927933,1.0716486902927582,-0.03378553443198092,2.337864418823258
Metrics Development,11,2.200092355484656,0.16681703348632543,1,0.2707660832007274,,0,0.0,-0.030521903083259066,0.0,-0.10470924136722752,0.5957103897744428
Microservices,125,3.060600454297843,1.4908374932691522,16,0.5303500862692715,,8,6.388307857334406,0.1630501958585617,2.1616161616161618,0.24868764981080954,1.6231897149726324
Microsoft Office,10,0.11285313979681508,-3.0271272557391766,112,1.7111091158626528,0.8126828938945794,0,0.0,-0.1288855697264278,0.0,-0.0998342787321726,0.1931040362600526
Microsoft Outlook,6,0.23217757851904194,-1.5140700866040695,48,2.514526982451511,1.0150784331947085,0,0.0,-0.06944343977740744,0.0,-0.07732490023150973,0.5838167859063853
Microsoft Word,2,0.18972224987555997,-0.9930849948050368,15,1.9263072776280323,,0,0.0,-0.04432811997475225,0.0,-0.04463985779303767,0.3654633506632552
Migration Strategies,35,0.8036298620247614,-1.2429576335478847,16,0.49734074480022966,,1,0.7488369168867095,-0.05984405153218541,0.9298128342245989,-0.04651697771425237,0.39967787412310063
Ml Frameworks,107,4.774931624892286,2.5607871478896964,12,0.724954351795496,,6,8.732404692082111,0.18852328994246717,1.878037803780378,0.1596737034644806,3.4616074609916017
Ml Pipelines,56,3.0782749151994833,1.007900601520326,18,1.3394851930526053,,5,8.963726670680312,0.17586131490914883,3.099376114081996,0.33026938156436564,4.123303669054972
Ml Solutions Deployment,2,3.3201393728223,0.21744161632578068,0,0.0,,0,0.0,-0.010592609622473713,0.0,-0.04463985779303767,0.0
Mlflow,87,5.389032190961569,2.6059140318031586,16,1.341706561531963,,8,16.16146540027137,0.34185010945409783,3.2013808975834293,0.43370867195839824,7.230499850920107
Mlops,272,5.10213508139924,4.375609387656706,51,1.2950879437160217,0.1951052629127424,21,12.846995377503852,0.4745984124354989,2.6449655921767476,0.5567585358479322,6.607713631130719
Mobile,75,1.17902676591701,-0.933318271496152,30,0.6384541166380789,-0.5414253174018886,0,0.0,-0.1091021256839134,0.0,-0.2737756277470591,0.7527544923261956
Model Architecture Design,7,3.14067237969677,0.3695576126746852,5,3.036970933197348,,1,14.632678132678134,0.11308001083120682,5.2689393939393945,0.2428716743074048,9.538130727834835
Model Development,105,3.2219467111491817,1.4993067181780846,34,1.4123879607993584,0.24817952389279,9,9.006805578894305,0.2370049504714122,2.9637784090909096,0.4206807125450201,4.550638745164192
Model Evaluation,82,4.861632653061224,2.2839914073912833,8,0.6421024258760107,,5,9.66801948051948,0.18698462431323273,2.0528335301062572,0.17772479031165095,3.121666120248638
Optimization,389,1.6816851771196284,-0.33873603436372224,168,0.9832193396226414,-0.27756637423485025,18,2.537855113636364,0.029342515720343538,1.5338152413624113,0.14040083335318032,1.6534653893007458
Model Training,110,3.828252945602232,1.9958839710092624,20,0.9422886752897432,,6,6.810177244139507,0.15053595910454456,1.8238636363636365,0.14819002758319164,3.6073193967855848
Modern Frameworks,22,3.844371905373189,0.8968544674291035,2,0.4731281032770606,,0,0.0,-0.0326547081700299,0.0,-0.1481149401725546,1.8188803878808366
Modern Web Technologies,7,1.2911653116531165,-0.22253132977973653,6,1.4982389937106917,,1,6.015656565656566,0.05402347565739695,5.2689393939393945,0.2428716743074048,1.9344742172453169
Mongodb,29,1.240773734688746,-0.508411127566735,7,0.4054512740711924,,0,0.0,-0.0660357815972992,0.0,-0.17007851155865425,0.5030732915636237
Troubleshooting,63,0.7349570642579228,-1.8680210309469305,81,1.2792413052413847,0.2267482933557867,1,0.380470197406248,-0.10507171223386368,0.5098973607038123,-0.14663258077866126,0.9401874341776815
Multi-Agent Systems,94,13.11315550610488,5.082674870486676,5,0.9442682733470746,,5,22.74828113063407,0.3346689623876886,1.776046986721144,0.12573395364415704,12.38233670788134
Multimodal Learning,34,7.73183141616152,2.1962614269431247,3,0.923571982424399,,2,14.833125778331258,0.1614041598407962,1.9758522727272727,0.1035816900831886,7.140902868795544
Multimodal Systems,6,3.3201393728222994,0.37663717118963447,0,0.0,,0,0.0,-0.01834774352678884,0.0,-0.07732490023150973,0.0
Multithreading,4,2.2134262485482,0.10360487053811093,0,0.0,,0,0.0,-0.01834774352678884,0.0,-0.06313290437836663,0.0
Mxnet,15,4.1501742160278745,0.816839301658996,0,0.0,,0,0.0,-0.0259493365945209,0.0,-0.12228417144447762,0.0
Natural Language Processing,277,3.672837884471953,2.9956951862018397,62,1.1129091566700826,0.004986566156477277,17,7.351401394133023,0.27309844272898703,2.0670454545454544,0.3336137079945816,4.087534912593611
Natural Language Understanding,33,7.715816852333512,2.160442090222843,3,0.949588094605368,,2,15.250960307298335,0.16443130684273152,2.0395894428152492,0.11081489067537126,7.326847823131368
Negotiation Skills,1,0.14068387172975846,-0.8406023198753646,1,0.1904541093700032,,0,0.0,-0.036395436987796306,0.0,-0.03156449318092742,0.02679382149301492
Nemo,6,5.859069481451116,0.7384364420761372,0,0.0,,0,0.0,-0.013811285438673418,0.0,-0.07732490023150973,0.0
Network Security,3,0.5134236143539639,-0.5887747383615425,7,1.6218050962847697,,0,0.0,-0.03299679649637951,0.0,-0.05467356792561411,0.8326730343122049
Networking,69,1.1944192738516093,-0.8670510923312598,24,0.5624254825191335,,3,1.6936676462223905,-0.024833049260519813,1.43698347107438,0.039057725796634614,0.6717718364261444
Neural Networks,44,3.8043263646922183,1.2508001264068616,11,1.2875491352201258,,2,5.63967803030303,0.07110285898755708,1.5054112554112555,0.042286379671600025,4.89825712095459
Next.Js,27,3.2957265833162532,0.7894253427061695,3,0.49574084350721415,,0,0.0,-0.03907442107976579,0.0,-0.1641021803637255,1.6338262763823483
Nlp Techniques,34,4.664658622973479,1.4070196103359107,12,2.2287852799002024,,4,17.897821187077387,0.25809698546445997,4.215151515151515,0.40325700852896224,10.396522474642838
Nlp/Nlu Ivr Chat Solutions,0,,0.0,0,,,0,,0.0,,0.0,
Node.Js,77,3.036231968020393,1.1516753305373548,9,0.48043293147492494,,1,1.2860073418268194,-0.029031479411350376,0.4159688995215311,-0.18320287445687772,1.458705825033918
Nosql,59,1.4424758688992319,-0.42927001866038633,18,0.5957651374107317,,0,0.0,-0.08741300954991182,0.0,-0.24274272095405072,0.8593768342464154
Object Storage,4,1.207323408299018,-0.20279291988866752,0,0.0,,0,0.0,-0.024844325584110507,0.0,-0.06313290437836663,0.0
Object-Oriented Design,12,1.568569782435732,-0.11982005015799577,2,0.3539147229237855,,0,0.0,-0.037758642897894476,0.0,-0.10936749867519578,0.5551399399373647
Objective-C,0,0.0,-0.2657565609548415,0,0.0,,0,0.0,-0.010592609622473713,,0.0,0.0
Observability,270,4.3390011164667035,3.663223372418052,39,0.8484702916948254,-0.2959804052081569,6,3.1446801020857165,0.04451324676163852,0.71849173553719,-0.21752525618981386,3.681513542952677
Open Source Contributions,18,4.459888709761298,0.9739811413904467,2,0.6708532807659815,,2,16.16146540027137,0.17084851349854366,3.9517045454545454,0.26865479119347146,2.991930972794527
Open Source Frameworks,13,6.1659731209557,1.136314964017204,0,0.0,,0,0.0,-0.019818045548288563,0.0,-0.11383565712886706,0.0
Open Source software,76,3.7774040768636943,1.6285282873665339,9,0.6055756411704891,,2,3.2419706042460534,0.02794671973222588,0.8544226044226044,-0.08509136092587126,2.287503895806751
Opensearch,18,4.459888709761298,0.9739811413904467,0,0.0,,0,0.0,-0.02742172109697378,0.0,-0.13396391443706263,0.0
Operating Laboratory Equipment,0,0.0,-0.5574952831224836,3,1.5322898799313893,,0,0.0,-0.02222090376111382,,0.0,0.0
Operating Systems,12,0.8586567343505948,-0.6641458426301231,10,0.9686890045543265,,0,0.0,-0.05104563857946943,0.0,-0.10936749867519578,0.8317713372519464
Operational Efficiency,88,1.641417218024508,-0.21740933932243603,45,1.136304854780581,0.02881535605864573,7,4.258273748723187,0.09132191348803345,2.732042648709315,0.3345838898087342,1.8651503535616836
Operational Excellence,93,1.8873652913965397,0.1152468691316023,34,0.9341098860543433,-0.17655218537450035,6,3.971215825739053,0.07518049758214353,2.1802507836990594,0.2186502993793596,1.7630065772893442
Operational Support,12,0.729700961059846,-0.8202625758509235,13,1.0701707097933513,,0,0.0,-0.05537772086815757,0.0,-0.10936749867519578,0.780904595434306
Operations Automation,2,2.3715281234444996,0.09766512219167686,0,0.0,,0,0.0,-0.012533454772654176,0.0,-0.04463985779303767,0.0
Operations Research,27,1.238173523013841,-0.4933507154647343,7,0.4345720838111123,,0,0.0,-0.0637812372536747,0.0,-0.1641021803637255,0.5380756480158712
Opportunity Identification,7,2.526193001060445,0.22459017284048177,4,1.9542247744052503,,0,0.0,-0.022720412020171478,0.0,-0.0835221659573317,4.936748947601471
Oracle,30,0.6073425681992012,-1.5878843204086446,36,0.9866451909802116,-0.12359754633717089,0,0.0,-0.09609100687192068,0.0,-0.17298962779983862,0.599231624191313
Orchestration Tools,509,5.337810931037747,6.265903042241583,48,0.6814479314413759,-0.6031124955113838,12,4.10417504163556,0.112736861870112,0.7633071154197915,-0.2743887909954181,3.6374402173808376
Organizational Skills,32,0.5585933750279368,-1.781265354409858,66,1.5596809713707516,0.488859196372618,0,0.0,-0.10351211862633733,0.0,-0.1786703159459453,0.871227457764839
Parallel And Distributed Computing,17,4.703530778164925,1.0037111516927326,2,0.749119496855346,,0,0.0,-0.0259493365945209,0.0,-0.1301868293833602,3.5235066099825425
Partner/Channel Marketing,0,,0.0,0,,,0,,0.0,,0.0,
Partnership Development,9,1.606519051365629,-0.08565783568322212,5,1.2082572529924933,,1,5.821603128054742,0.05210814745283153,3.9517045454545454,0.18993426751891604,1.941088295883141
Patents And Publications,42,4.910065269666782,1.6509271561369712,18,2.848764283816104,,4,15.250960307298335,0.23257774354800814,3.327751196172249,0.319742523454946,13.987618571432614
Payment Processing,0,0.0,-0.954743880595631,3,0.5226415094339623,,0,0.0,-0.03805496075966398,,0.0,0.0
Payroll Experience,0,0.0,-0.2058524259172998,0,0.0,,0,0.0,-0.008204928091981145,,0.0,0.0
Penetration Testing,3,1.0163691957619285,-0.25358241576153134,1,0.4586445899114363,,0,0.0,-0.023449748380999193,0.0,-0.05467356792561411,0.46615223298884606
Performance Management,26,1.157153132619032,-0.5735142936449324,32,1.928028731852901,0.5538443362712976,4,5.8059956129661225,0.10396809164386596,5.747933884297521,0.5193163580477018,2.231024486843084
Performance Metrics,72,0.8411331275271132,-1.678845411408809,77,1.2177804628682962,0.14488773561737625,1,0.3810056938135756,-0.10496689668224696,0.4452624839948784,-0.17078128598583547,1.0243154893738255
Performance Tracking,52,1.6195801818645366,-0.19135604250163235,31,1.3070940564267761,0.16098582682780724,3,3.047330718062425,0.028556864020432813,1.935528756957328,0.12116321887696924,2.116943629621733
Performance Tuning,31,1.0766142317729215,-0.7313534116569227,25,1.17539670008684,0.05118094983212156,1,1.132655001901864,-0.03598924623760291,1.0537878787878787,-0.026545275613773414,1.2654488152924201
Perl,3,0.5187717770034843,-0.5832653497366918,4,0.9363993710691825,,0,0.0,-0.03282619720658886,0.0,-0.05467356792561411,0.48577756571450487
Personalization,58,2.500884202905109,0.6277415704749265,7,0.4086106346483705,,2,2.8125147579693035,0.017330180553230698,1.1290584415584415,-0.022071535453362077,1.0218878813311407
Phd Or Master'S Degree,5,2.305652342237708,0.138667565232414,0,0.0,,0,0.0,-0.020099210739385184,0.0,-0.07058619318290403,0.0
Php,7,1.1173545966228895,-0.3215302730350484,2,0.43218432510885346,,0,0.0,-0.034167189404911764,0.0,-0.0835221659573317,0.4829031422487387
Physics,41,1.289069264069264,-0.5417451435585183,13,0.5533269010863351,,0,0.0,-0.07705733990985791,0.0,-0.2022787497751691,0.7132767011730884
Pipeline Management,29,1.789666204681165,-0.0075215125115271255,11,0.9189941782983797,,1,2.0126732004055423,-0.005256814987601586,1.1290584415584415,-0.015597727787260181,1.6446928231993472
Pl/Sql,5,0.7830517388731838,-0.4852140963308215,12,2.5441794232823063,,0,0.0,-0.03449430706817494,0.0,-0.07058619318290403,1.992224121406584
Policy Development,1,0.2155934657676818,-0.6478587709633987,1,0.29186473903455035,,0,0.0,-0.02939762223158126,0.0,-0.03156449318092742,0.06292413062383871
Postgresql,99,2.532309691135652,0.8517991295432408,19,0.6579323778236474,,1,0.8342204790586917,-0.05341063272175412,0.32258812615955473,-0.23165715356812108,1.6660885364747458
Power Bi,54,0.3169864323415916,-3.6927871315807455,120,0.9536174641722933,-0.2934272303976758,1,0.19144593030731646,-0.16381356355522703,0.5964837049742711,-0.11955046631166122,0.3022837977866108
Powerpoint,8,0.11548310861990607,-2.670494190555037,71,1.3874995898277276,0.3328579049546366,0,0.0,-0.11387804371461904,0.0,-0.08929079855677721,0.1602327658421506
Powershell,11,0.739302289494844,-0.7731097473941856,15,1.3647926056069055,,0,0.0,-0.05267171167949519,0.0,-0.10470924136722752,1.0089942980108189
Predictive Analytics,42,1.958509180597424,0.13745986240809244,31,1.9569694721221116,0.5600448202480125,6,9.124872318692542,0.19551787057844433,5.268939393939394,0.595310968116785,3.83274267730005
Predictive Modeling,84,1.7741202755539007,-0.03291628563391005,50,1.4296173604109657,0.3163293978924088,8,5.510525098311358,0.1386074259775128,3.327751196172249,0.45255855822219176,2.5363131453889425
Presentation Skills,37,0.881242157779233,-1.1244085754798065,37,1.1930023551067919,0.07821403485811848,0,0.0,-0.0885675761758086,0.0,-0.19214240829407667,1.051323969650016
Pricing Strategy,4,0.37096529305277093,-0.8897666942006314,4,0.5022030146516285,,0,0.0,-0.04483225855661843,0.0,-0.06313290437836663,0.1862998885022264
Prioritization,66,1.0912808695531462,-1.0394709416721848,51,1.1415864842516725,0.03651922436034714,0,0.0,-0.10636982072925692,0.0,-0.25677642400254364,1.2457914912042842
Process Automation,41,1.8495341614906833,0.043932472525168714,31,1.8931552502050861,0.5268242805623887,7,10.298542490118576,0.2325247762471574,6.508689839572193,0.7518877505913795,3.501455308259749
Process Design,17,0.768969609509252,-0.9159869326765238,16,0.9797748187753843,,0,0.0,-0.06422091021588677,0.0,-0.1301868293833602,0.7534170598007054
Process Documentation,2,0.17850211681840322,-1.031090106631028,7,0.8457800770947455,,0,0.0,-0.045701162824702955,0.0,-0.04463985779303767,0.15097353412424433
Process Improvement,41,0.43435135381529766,-2.521683653560909,119,1.7066730081516177,0.8328823385855779,3,1.036520276150142,-0.07106549382247916,2.4958133971291865,0.19279609768450387,0.7412957316106817
Product Delivery,26,2.259780724957586,0.29067810739985833,10,1.1766274819717473,,4,11.338410280818657,0.18896149687077304,5.747933884297521,0.5193163580477018,2.658920104215134
Product Design,20,1.6939486596032143,-0.06801674104161634,3,0.3439834424335772,,1,2.7622912801484234,0.011302464548652205,1.6638755980861244,0.045757817132743184,0.5826902912360575
Product Development,84,1.5010317939562605,-0.4197905005705967,35,0.8466904969839755,-0.28251674093378726,4,2.3311478618260106,0.00484607705815363,1.5806818181818183,0.07532843094508487,1.2709093556135744
Product Launch,4,0.9352505275555774,-0.33713734516905125,2,0.633058729736912,,0,0.0,-0.02822866215306638,0.0,-0.06313290437836663,0.5920685109601106
Product Lifecycle Management,103,2.211994536873848,0.5249625308675699,30,0.8721960506724598,-0.23248600190561267,7,4.9027990121133715,0.11204362459279926,2.305160984848485,0.2602727528121608,1.9292928991704268
Product Management,102,1.4984699824242238,-0.46717046167116283,35,0.6960844882284188,-0.49137533303434805,0,0.0,-0.11287848873955675,0.0,-0.31945320357757917,1.0430617108414135
Product Marketing,11,0.9924329647023178,-0.5066745061444082,7,0.854973338802297,,0,0.0,-0.04545459395007308,0.0,-0.10470924136722752,0.8485037253690028
Product Roadmap Development,0,0.0,-0.2787284151653229,2,4.086106346483705,,0,0.0,-0.011109647083238704,,0.0,0.0
Product Strategy,52,1.6287476168562225,-0.1810850646802364,18,0.763253826984692,,2,2.0430531732418524,-0.006329784053697734,1.2645454545454546,0.0032968119405872493,1.2431478517577086
Professional And technical Standards,4,0.9765115802418528,-0.3140619415958459,0,0.0,,0,0.0,-0.02762566351807451,0.0,-0.06313290437836663,0.0
Professional Development,101,1.2105923344947735,-1.0149185212758445,84,1.3630188679245283,0.33349161108806563,8,3.1272727272727274,0.050605636270040756,2.7194525904203326,0.35559022530612533,1.650060193281178
